# Time (s),Vertical acceleration (m/s²),Lateral acceleration (m/s²),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Air temperature (°C),Air pressure (kPa),Shenanigans (dBm/m)
0.01,14.89047,2.625592,0,0,0,0,99.57937,0.1488789
0.02,83.65094,14.74992,0,0,0,0,99.5793,0.9851635
0.03,85.70228,15.11162,0,0,0,0,99.57913,1.841957
0.04,87.10018,15.35811,0,0,0,0,99.57885,2.71273
0.05,87.59308,15.44502,0,0,0,0,99.57847,3.58844
0.06,87.18051,15.37228,0,0,0,0,99.57799,4.46003
0.07,86.76668,15.29931,0,0,0,0,99.57739,5.327486
0.08,86.35166,15.22613,0,0,0,0,99.5767,6.190797
0.09,85.9355,15.15275,0,0,0,0,99.5759,7.049951
0.1,85.51824,15.07917,0,0,0,0,99.57499,7.904937
0.11,85.0999,15.00541,0,0,0,0,99.57398,8.755744
0.12,84.68051,14.93146,0,0,0,0,99.57287,9.602361
0.13,84.26009,14.85733,0,0,0,0,99.57166,10.44478
0.14,83.83866,14.78302,0,0,0,0,99.57035,11.28298
0.15,83.41623,14.70853,0,0,0,0,99.56893,12.11697
0.16,82.99318,14.63394,0,0,0,0,99.56741,12.94673
0.17,82.56935,14.5592,0,0,0,0,99.5658,13.77225
0.18,82.14478,14.48434,0,0,0,0,99.56408,14.59353
0.19,81.7195,14.40935,0,0,0,0,99.56227,15.41055
0.2,81.42366,14.35719,0,0,0,0,99.56035,16.22463
0.21,81.91223,14.44334,0,0,0,0,99.55834,17.04359
0.22,82.53229,14.55267,0,0,0,0,99.55623,17.86874
0.235,83.33921,14.56934,0,0,0,0,99.55287,19.11837
0.2575,84.33386,14.87082,0,0,0,0,99.54741,21.01474
0.29125,83.7762,14.23819,0,0,0,0,99.53825,23.84035
0.34125,83.24286,14.12705,0,0,0,0,99.52257,27.99851
0.39125,83.52719,14.85795,0,0,0,0,99.50436,32.17418
0.438958,81.4894,15.3923,0,0,0,0,99.48467,36.06239
0.4825778,80.98911,17.58223,0,0,0,0,99.4647,39.60207
0.5325778,80.85193,20.0018,0,0,0,0,99.43952,43.65226
0.5825778,80.61011,22.58966,0,0,0,0,99.41188,47.69516
0.6325778,80.10349,25.44842,0,0,0,0,99.38181,51.71674
0.6825778,79.47838,27.23321,0,0,0,0,99.34931,55.69854
0.7325778,78.96008,28.42823,0,0,0,0,99.31442,59.65459
0.7825778,78.48199,29.4017,0,0,0,0,99.27714,63.58507
0.8325778,77.63303,31.12562,0,0,0,0,99.23749,67.48359
0.8825778,76.95177,31.83354,0,0,0,0,99.19549,71.33302
0.9325778,76.00683,33.22416,0,0,0,0,99.15118,75.15134
0.9821472,75.24699,34.06201,0,0,0,0,99.10498,78.88522
1.019743,74.95606,33.77438,0,0,0,0,99.06846,81.70025
1.063128,74.92266,32.87525,0,0,0,0,99.02472,84.94381
1.113128,74.94684,31.78533,0,0,0,0,98.97219,88.68414
1.163128,74.8179,31.23184,0,0,0,0,98.91741,92.42004
1.213128,74.80934,30.28437,0,0,0,0,98.86037,96.15321
1.263128,74.70352,29.57822,0,0,0,0,98.80106,99.88507
1.313128,74.29967,29.10061,0,0,0,0,98.73951,103.5959
1.363128,73.84258,28.18494,0,0,0,0,98.67572,107.2862
1.413128,73.20805,27.79719,0,0,0,0,98.6097,110.9419
1.463128,73.07752,25.67113,0,0,0,0,98.54148,114.5845
1.498507,72.68262,24.74677,0,0,0,0,98.49188,117.1537
1.524812,72.1953,24.73201,0,0,0,0,98.45429,119.0541
1.550474,71.65531,25.17582,0,0,0,0,98.41703,120.8962
1.5782,70.85883,26.34798,0,0,0,0,98.37614,122.8678
1.617967,69.65392,28.24964,0,0,0,0,98.31635,125.6534
1.667967,68.06242,30.51458,0,0,0,0,98.23929,129.083
1.717967,66.29082,32.88039,0,0,0,0,98.16018,132.4277
1.745842,65.15041,34.16226,0,0,0,0,98.1152,134.2514
1.765516,64.44482,34.61018,0,0,0,0,98.08309,135.5217
1.782966,63.87587,34.63031,0,0,0,0,98.05436,136.6371
1.799638,63.48071,34.34891,0,0,0,0,98.02669,137.6952
1.816502,63.16438,33.91524,0,0,0,0,97.99848,138.7595
1.833859,62.97026,33.16605,0,0,0,0,97.96923,139.8505
1.85288,62.90295,32.0195,0,0,0,0,97.9369,141.0434
1.875949,63.04238,30.25904,0,0,0,0,97.89733,142.4909
1.910552,63.84464,27.47152,0,0,0,0,97.83721,144.6842
1.960552,64.92515,23.56735,0,0,0,0,97.7487,147.903
1.984448,65.37132,21.55239,0,0,0,0,97.70571,149.4585
2.000899,65.41068,20.6347,0,0,0,0,97.67586,150.5323
2.015298,64.1632,19.91499,0,0,0,0,97.64955,151.4558
2.029216,62.60537,19.43776,0,0,0,0,97.62397,152.3277
2.043332,60.96829,19.26265,0,0,0,0,97.59788,153.1895
2.058368,59.26315,19.06695,0,0,0,0,97.56992,154.0817
2.074209,57.43421,18.91336,0,0,0,0,97.5403,154.9933
2.090969,55.39274,19.07834,0,0,0,0,97.50877,155.9246
2.110241,52.28215,19.38843,0,0,0,0,97.47276,156.938
2.136367,46.9898,19.81126,0,0,0,0,97.42379,158.1795
2.175556,38.95497,21.98238,0,0,0,0,97.34967,159.7518
2.196967,33.26424,22.74872,0,0,0,0,97.30888,160.4702
2.209606,30.59468,22.33927,0,0,0,0,97.28472,160.8569
2.221352,28.81185,21.70073,0,0,0,0,97.26222,161.1955
2.233144,27.19671,20.83782,0,0,0,0,97.23958,161.5159
2.245443,25.65115,19.70713,0,0,0,0,97.21593,161.8304
2.258829,23.92873,18.73129,0,0,0,0,97.19013,162.1507
2.272834,22.27623,17.75389,0,0,0,0,97.16309,162.4619
2.287513,21.15979,16.6566,0,0,0,0,97.13469,162.7708
2.303997,20.2252,14.83865,0,0,0,0,97.10273,163.0996
2.327228,19.6495,10.7361,0,0,0,0,97.0576,163.5433
2.362073,18.17945,6.202928,0,0,0,0,96.98967,164.1661
2.378407,15.95644,4.897708,0,0,0,0,96.95774,164.424
2.394109,14.43878,4.448454,0,0,0,0,96.92701,164.6512
2.410363,13.0809,3.65555,0,0,0,0,96.89515,164.8628
2.425676,11.75872,2.852862,0,0,0,0,96.8651,165.0423
2.439961,10.41999,2.400006,0,0,0,0,96.83703,165.1914
2.454299,8.926471,2.560074,0,0,0,0,96.80884,165.3216
2.47078,6.943899,3.826094,0,0,0,0,96.77642,165.4415
2.495502,4.126595,5.873208,0,0,0,0,96.72774,165.5572
2.532585,0.222741,7.852976,0,0,0,0,96.65469,165.5881
2.550129,-2.610411,7.987014,0,0,0,0,96.62013,165.5429
2.564185,-4.196676,7.954876,0,0,0,0,96.59245,165.4847
2.576882,-5.435001,7.688835,0,0,0,0,96.56746,165.4159
2.58914,-6.386831,7.245294,0,0,0,0,96.54334,165.3372
2.601532,-7.074713,6.499156,0,0,0,0,96.51897,165.2481
2.614947,-7.365998,4.591921,0,0,0,0,96.49261,165.1451
2.6348,-7.590722,1.693466,0,0,0,0,96.45362,164.9858
2.664579,-8.244618,1.933995,0,0,0,0,96.39522,164.7284
2.691092,-9.625957,4.397481,0,0,0,0,96.3433,164.4654
2.706915,-10.81049,5.407764,0,0,0,0,96.31235,164.2927
2.72112,-11.52744,5.669265,0,0,0,0,96.2846,164.1288
2.735354,-12.29213,5.649257,0,0,0,0,96.25682,163.9544
2.750516,-13.16772,5.377198,0,0,0,0,96.22727,163.7561
2.767844,-14.04375,5.208146,0,0,0,0,96.19353,163.5141
2.787679,-14.66945,4.540963,0,0,0,0,96.15498,163.2258
2.814499,-15.59689,2.914582,0,0,0,0,96.10296,162.8169
2.85473,-17.08754,0.3281208,0,0,0,0,96.02519,162.1488
2.880123,-17.98055,0.6205763,0,0,0,0,95.97628,161.6961
2.898017,-18.40581,0.8590233,0,0,0,0,95.94189,161.3674
2.914361,-18.37945,0.1642034,0,0,0,0,95.91054,161.0645
2.933725,-18.16016,1.008368,0,0,0,0,95.87347,160.7083
2.96276,-17.72461,2.927346,0,0,0,0,95.81805,160.1833
3,-18.07222,2.981193,0,0,0,0,95.751,159.3299
3.01,-18.51507,3.142784,0,0,0,0,95.73,159.153
3.02,-18.95431,3.303273,0,0,0,0,95.71,158.9867
3.03,-19.35107,3.448619,0,0,0,0,95.691,158.8175
3.04,-19.70902,3.580117,0,0,0,0,95.669,158.7292
3.05,-20.0352,3.700289,0,0,0,0,95.658,158.3703
3.06,-20.32288,3.80668,0,0,0,0,95.634,158.2175
3.07,-20.58272,3.903123,0,0,0,0,95.62,157.8434
3.08,-20.80832,3.987282,0,0,0,0,95.597,157.6867
3.09,-21.01302,4.063971,0,0,0,0,95.58,157.4297
3.1,-21.19204,4.13144,0,0,0,0,95.554,157.5952
3.11,-21.36599,4.197155,0,0,0,0,95.538,157.5606
3.12,-21.52564,4.257757,0,0,0,0,95.525,157.1463
3.13,-21.66043,4.309407,0,0,0,0,95.501,157.0943
3.14,-21.78547,4.357573,0,0,0,0,95.486,156.7814
3.15,-21.89087,4.398657,0,0,0,0,95.464,156.6998
3.16,-21.98848,4.436958,0,0,0,0,95.446,156.5582
3.17,-22.07691,4.471965,0,0,0,0,95.424,156.6253
3.18,-22.16248,4.505975,0,0,0,0,95.406,156.6121
3.19,-22.24431,4.538664,0,0,0,0,95.394,156.1524
3.2,-22.30674,4.564315,0,0,0,0,95.373,155.8756
3.21,-22.35803,4.585932,0,0,0,0,95.352,155.7537
3.22,-22.40358,4.605481,0,0,0,0,95.334,155.586
3.23,-22.44324,4.622904,0,0,0,0,95.32,155.1554
3.24,-22.46821,4.634976,0,0,0,0,95.299,154.8945
3.25,-22.48592,4.644405,0,0,0,0,95.282,154.563
3.26,-22.49446,4.650488,0,0,0,0,95.264,154.2272
3.27,-22.49447,4.653455,0,0,0,0,95.246,153.8898
3.28,-22.48667,4.653559,0,0,0,0,95.227,153.6019
3.29,-22.47355,4.651718,0,0,0,0,95.204,153.5446
3.3,-22.4638,4.651111,0,0,0,0,95.191,153.2247
3.31,-22.44761,4.648141,0,0,0,0,95.175,152.8185
3.32,-22.42263,4.641936,0,0,0,0,95.155,152.5144
3.33,-22.39336,4.634143,0,0,0,0,95.128,152.595
3.34,-22.37416,4.630055,0,0,0,0,95.116,152.3843
3.35,-22.35352,4.625431,0,0,0,0,95.098,152.1673
3.36,-22.33134,4.620238,0,0,0,0,95.082,151.866
3.37,-22.3047,4.613393,0,0,0,0,95.061,151.6889
3.38,-22.27853,4.606716,0,0,0,0,95.045,151.428
3.39,-22.24976,4.599072,0,0,0,0,95.032,150.9792
3.4,-22.21179,4.58802,0,0,0,0,95.011,150.6686
3.41,-22.17322,4.576732,0,0,0,0,94.992,150.4127
3.42,-22.13476,4.565476,0,0,0,0,94.971,150.2913
3.43,-22.09645,4.554259,0,0,0,0,94.956,150.0637
3.44,-22.05827,4.543079,0,0,0,0,94.939,149.8168
3.45,-22.02022,4.531937,0,0,0,0,94.919,149.6679
3.46,-21.98231,4.520833,0,0,0,0,94.902,149.4951
3.47,-21.94453,4.509767,0,0,0,0,94.887,149.2245
3.48,-21.90688,4.498737,0,0,0,0,94.873,148.8257
3.49,-21.86937,4.487744,0,0,0,0,94.844,148.8927
3.5,-21.83199,4.476789,0,0,0,0,94.83,148.8061
3.51,-21.79567,4.466219,0,0,0,0,94.82,148.4189
3.52,-21.75992,4.455847,0,0,0,0,94.801,148.111
3.53,-21.72292,4.444998,0,0,0,0,94.781,147.9187
3.54,-21.68605,4.434185,0,0,0,0,94.766,147.6324
3.55,-21.6493,4.423407,0,0,0,0,94.744,147.5469
3.56,-21.61269,4.412666,0,0,0,0,94.727,147.4431
3.57,-21.5762,4.401961,0,0,0,0,94.714,147.1552
3.58,-21.54009,4.391383,0,0,0,0,94.7,146.738
3.59,-21.50385,4.380748,0,0,0,0,94.681,146.4152
3.6,-21.46774,4.370149,0,0,0,0,94.66,146.2687
3.61,-21.43176,4.359585,0,0,0,0,94.647,145.9395
3.62,-21.3959,4.349055,0,0,0,0,94.627,145.7487
3.63,-21.36027,4.3386,0,0,0,0,94.608,145.6439
3.64,-21.32476,4.32818,0,0,0,0,94.592,145.4863
3.65,-21.28938,4.317795,0,0,0,0,94.574,145.3701
3.66,-21.25411,4.307442,0,0,0,0,94.559,145.1578
3.67,-21.21897,4.297124,0,0,0,0,94.544,144.8573
3.68,-21.18395,4.28684,0,0,0,0,94.522,144.7965
3.69,-21.14905,4.27659,0,0,0,0,94.51,144.4989
3.7,-21.11427,4.266372,0,0,0,0,94.495,144.1224
3.71,-21.07961,4.256188,0,0,0,0,94.475,143.906
3.72,-21.04506,4.246036,0,0,0,0,94.46,143.6066
3.73,-21.01063,4.235918,0,0,0,0,94.441,143.4181
3.74,-20.97394,4.224929,0,0,0,0,94.431,142.9139
3.75,-20.92129,4.207893,0,0,0,0,94.411,142.5882
3.76,-20.86597,4.18982,0,0,0,0,94.386,142.6608
3.77,-20.82307,4.176435,0,0,0,0,94.375,142.4455
3.78,-20.78068,4.163225,0,0,0,0,94.352,142.5274
3.79,-20.74722,4.153389,0,0,0,0,94.344,142.1824
3.8,-20.71354,4.143455,0,0,0,0,94.326,141.9146
3.81,-20.67513,4.131716,0,0,0,0,94.31,141.6255
3.82,-20.63403,4.118941,0,0,0,0,94.294,141.3186
3.83,-20.58983,4.104968,0,0,0,0,94.28,140.9045
3.84,-20.5388,4.088376,0,0,0,0,94.257,140.8103
3.85,-20.49356,4.073971,0,0,0,0,94.241,140.6855
3.86,-20.45242,4.061111,0,0,0,0,94.227,140.442
3.87,-20.4106,4.047976,0,0,0,0,94.212,140.1375
3.88,-20.36572,4.033658,0,0,0,0,94.189,140.1446
3.89,-20.32992,4.022789,0,0,0,0,94.174,140.0708
3.9,-20.29817,4.013456,0,0,0,0,94.16,139.8787
3.91,-20.26652,4.004153,0,0,0,0,94.136,140.0331
3.92,-20.23497,3.994878,0,0,0,0,94.13,139.6893
3.93,-20.20354,3.985633,0,0,0,0,94.108,139.6149
3.94,-20.1722,3.976416,0,0,0,0,94.098,139.2472
3.95,-20.14097,3.967228,0,0,0,0,94.076,139.1515
3.96,-20.10983,3.958068,0,0,0,0,94.064,138.8577
3.97,-20.07881,3.948937,0,0,0,0,94.048,138.5631
3.98,-20.04788,3.939834,0,0,0,0,94.029,138.4022
3.99,-20.01705,3.930759,0,0,0,0,94.015,138.1428
4,-19.98633,3.921713,0,0,0,0,93.997,137.9713
4.01,-19.9557,3.912693,0,0,0,0,93.983,137.7049
4.02,-19.92518,3.903703,0,0,0,0,93.962,137.6605
4.03,-19.89476,3.894739,0,0,0,0,93.947,137.5561
4.04,-19.86443,3.885803,0,0,0,0,93.937,137.1795
4.05,-19.8342,3.876895,0,0,0,0,93.915,137.0794
4.06,-19.80407,3.868013,0,0,0,0,93.901,136.8842
4.07,-19.77404,3.85916,0,0,0,0,93.88,136.9071
4.08,-19.74411,3.850332,0,0,0,0,93.868,136.7394
4.09,-19.72113,3.844191,0,0,0,0,93.851,136.6148
4.1,-19.70293,3.839894,0,0,0,0,93.836,136.4441
4.11,-19.6845,3.835505,0,0,0,0,93.824,136.1027
4.12,-19.6594,3.828523,0,0,0,0,93.808,135.7791
4.13,-19.62989,3.819815,0,0,0,0,93.793,135.43
4.14,-19.60047,3.811133,0,0,0,0,93.774,135.2312
4.15,-19.57114,3.802477,0,0,0,0,93.759,134.999
4.16,-19.54191,3.793848,0,0,0,0,93.739,134.9519
4.17,-19.51277,3.785244,0,0,0,0,93.725,134.8174
4.18,-19.48373,3.776667,0,0,0,0,93.714,134.4757
4.19,-19.45477,3.768115,0,0,0,0,93.698,134.1595
4.2,-19.42592,3.759589,0,0,0,0,93.68,133.9534
4.21,-19.39715,3.751088,0,0,0,0,93.66,133.9346
4.22,-19.36848,3.742613,0,0,0,0,93.649,133.7036
4.23,-19.33989,3.734164,0,0,0,0,93.633,133.4928
4.24,-19.3114,3.725739,0,0,0,0,93.615,133.3867
4.25,-19.283,3.717341,0,0,0,0,93.602,133.1641
4.26,-19.25469,3.708967,0,0,0,0,93.593,132.6654
4.27,-19.21723,3.696989,0,0,0,0,93.569,132.5547
4.28,-19.17971,3.684972,0,0,0,0,93.55,132.5872
4.29,-19.15166,3.676663,0,0,0,0,93.531,132.7517
4.3,-19.12379,3.668415,0,0,0,0,93.521,132.6535
4.31,-19.09601,3.660191,0,0,0,0,93.506,132.5282
4.32,-19.06831,3.651992,0,0,0,0,93.489,132.4639
4.33,-19.04735,3.646438,0,0,0,0,93.483,131.9878
4.34,-19.02664,3.640978,0,0,0,0,93.465,131.6466
4.35,-18.99932,3.632898,0,0,0,0,93.449,131.3454
4.36,-18.97191,3.624776,0,0,0,0,93.432,131.1247
4.37,-18.94459,3.616678,0,0,0,0,93.407,131.3195
4.38,-18.91763,3.60871,0,0,0,0,93.406,130.8735
4.39,-18.89053,3.600679,0,0,0,0,93.385,130.6932
4.4,-18.86354,3.592682,0,0,0,0,93.367,130.6293
4.41,-18.83849,3.585443,0,0,0,0,93.349,130.6731
4.42,-18.82415,3.582445,0,0,0,0,93.34,130.4326
4.43,-18.80649,3.578129,0,0,0,0,93.331,129.9324
4.44,-18.77974,3.570192,0,0,0,0,93.31,129.7068
4.45,-18.75307,3.562278,0,0,0,0,93.297,129.3935
4.46,-18.72648,3.554387,0,0,0,0,93.279,129.2141
4.47,-18.69998,3.546519,0,0,0,0,93.267,128.9029
4.48,-18.67356,3.538674,0,0,0,0,93.244,128.9406
4.49,-18.64723,3.530851,0,0,0,0,93.237,128.6172
4.5,-18.62097,3.523052,0,0,0,0,93.221,128.3473
4.51,-18.58578,3.51167,0,0,0,0,93.203,128.2128
4.52,-18.55112,3.500484,0,0,0,0,93.19,127.9904
4.53,-18.5157,3.488977,0,0,0,0,93.179,127.6032
4.54,-18.47298,3.474532,0,0,0,0,93.159,127.45
4.55,-18.43284,3.461099,0,0,0,0,93.147,127.1714
4.56,-18.39016,3.446629,0,0,0,0,93.125,127.2052
4.57,-18.35773,3.436251,0,0,0,0,93.118,126.8865
4.58,-18.3204,3.423896,0,0,0,0,93.105,126.5017
4.59,-18.276,3.408675,0,0,0,0,93.083,126.4413
4.6,-18.23821,3.396094,0,0,0,0,93.067,126.4233
4.61,-18.20811,3.386594,0,0,0,0,93.052,126.4021
4.62,-18.18336,3.379241,0,0,0,0,93.042,126.1653
4.63,-18.15869,3.371908,0,0,0,0,93.023,126.1152
4.64,-18.1341,3.364596,0,0,0,0,93.011,125.9386
4.65,-18.10957,3.357305,0,0,0,0,92.992,125.9453
4.66,-18.08513,3.350034,0,0,0,0,92.985,125.6089
4.67,-18.06082,3.34281,0,0,0,0,92.965,125.5134
4.68,-18.03659,3.335608,0,0,0,0,92.955,125.2131
4.69,-18.01244,3.328426,0,0,0,0,92.94,124.9396
4.7,-17.98835,3.321263,0,0,0,0,92.923,124.7768
4.71,-17.96434,3.314121,0,0,0,0,92.909,124.5887
4.72,-17.9404,3.306999,0,0,0,0,92.893,124.4636
4.73,-17.91654,3.299896,0,0,0,0,92.878,124.3544
4.74,-17.89274,3.292813,0,0,0,0,92.868,124.0474
4.75,-17.86902,3.28575,0,0,0,0,92.851,123.8585
4.76,-17.84537,3.278706,0,0,0,0,92.833,123.8215
4.77,-17.82178,3.271681,0,0,0,0,92.826,123.4557
4.78,-17.79827,3.264676,0,0,0,0,92.804,123.4288
4.79,-17.77483,3.25769,0,0,0,0,92.794,123.2019
4.8,-17.75146,3.250724,0,0,0,0,92.776,123.1336
4.81,-17.72816,3.243777,0,0,0,0,92.763,122.9981
4.82,-17.70493,3.236848,0,0,0,0,92.751,122.7593
4.83,-17.68177,3.229939,0,0,0,0,92.738,122.4695
4.84,-17.65868,3.223049,0,0,0,0,92.72,122.3469
4.85,-17.63565,3.216177,0,0,0,0,92.708,122.123
4.86,-17.6127,3.209325,0,0,0,0,92.692,121.9776
4.87,-17.58981,3.202491,0,0,0,0,92.678,121.8197
4.88,-17.56699,3.195676,0,0,0,0,92.66,121.8216
4.89,-17.54424,3.188879,0,0,0,0,92.649,121.6722
4.9,-17.52156,3.182101,0,0,0,0,92.64,121.2999
4.91,-17.49894,3.175341,0,0,0,0,92.619,121.2355
4.92,-17.47639,3.1686,0,0,0,0,92.603,121.2411
4.93,-17.45391,3.161877,0,0,0,0,92.598,120.8428
4.94,-17.43149,3.155172,0,0,0,0,92.583,120.5016
4.95,-17.40914,3.148486,0,0,0,0,92.567,120.2567
4.96,-17.38692,3.141843,0,0,0,0,92.547,120.2713
4.97,-17.36477,3.135219,0,0,0,0,92.542,119.8857
4.98,-17.33346,3.124789,0,0,0,0,92.521,119.8159
4.99,-17.30569,3.115808,0,0,0,0,92.505,119.8235
5,-17.28379,3.109257,0,0,0,0,92.493,119.7378
5.01,-17.26196,3.102725,0,0,0,0,92.482,119.5281
5.02,-17.24019,3.09621,0,0,0,0,92.47,119.2488
5.03,-17.21848,3.089713,0,0,0,0,92.455,119.0373
5.04,-17.19684,3.083233,0,0,0,0,92.44,118.8888
5.05,-17.17526,3.076771,0,0,0,0,92.432,118.495
5.06,-17.14458,3.066494,0,0,0,0,92.411,118.4423
5.07,-17.11731,3.057631,0,0,0,0,92.4,118.2687
5.08,-17.09036,3.048888,0,0,0,0,92.384,118.2024
