# Time (s),Vertical acceleration (m/s²),Lateral acceleration (m/s²),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Air temperature (°C),Air pressure (mbar)
10.83,-10.61,0.762934,0,0,0,0,87.345
10.84,-10.6022,0.757259,0,0,0,0,87.344
10.85,-10.5949,0.752021,0,0,0,0,87.34
10.86,-10.5881,0.74718,0,0,0,0,87.34
10.87,-10.5816,0.74265,0,0,0,0,87.327
10.88,-10.5754,0.738426,0,0,0,0,87.327
10.89,-10.5696,0.734502,0,0,0,0,87.325
10.9,-10.564,0.73085,0,0,0,0,87.313
10.91,-10.5588,0.727443,0,0,0,0,87.313
10.92,-10.5538,0.72426,0,0,0,0,87.308
10.93,-10.549,0.721278,0,0,0,0,87.301
10.94,-10.5444,0.718479,0,0,0,0,87.294
10.95,-10.54,0.715856,0,0,0,0,87.292
10.96,-10.5358,0.713386,0,0,0,0,87.293
10.97,-10.5317,0.711052,0,0,0,0,87.283
10.98,-10.5278,0.708843,0,0,0,0,87.279
10.99,-10.524,0.706746,0,0,0,0,87.275
11,-10.5203,0.704751,0,0,0,0,87.264
11.01,-10.5167,0.702849,0,0,0,0,87.265
11.02,-10.5132,0.701031,0,0,0,0,87.265
11.03,-10.5098,0.69929,0,0,0,0,87.249
11.04,-10.5064,0.697618,0,0,0,0,87.255
11.05,-10.5032,0.69601,0,0,0,0,87.238
11.06,-10.5,0.694459,0,0,0,0,87.238
11.07,-10.4968,0.692961,0,0,0,0,87.234
11.08,-10.4937,0.69151,0,0,0,0,87.234
11.09,-10.4907,0.690102,0,0,0,0,87.223
11.1,-10.4878,0.688804,0,0,0,0,87.226
11.11,-10.4848,0.687465,0,0,0,0,87.213
11.12,-10.4822,0.686466,0,0,0,0,87.212
11.13,-10.4796,0.685468,0,0,0,0,87.216
11.14,-10.477,0.684472,0,0,0,0,87.202
11.15,-10.4744,0.683478,0,0,0,0,87.206
11.16,-10.4718,0.682485,0,0,0,0,87.188
11.17,-10.4692,0.681493,0,0,0,0,87.188
11.18,-10.4667,0.680504,0,0,0,0,87.187
11.19,-10.4641,0.679516,0,0,0,0,87.186
11.2,-10.4615,0.678529,0,0,0,0,87.186
11.21,-10.459,0.677544,0,0,0,0,87.179
11.22,-10.4564,0.676561,0,0,0,0,87.169
11.23,-10.4539,0.675579,0,0,0,0,87.16
11.24,-10.451,0.674314,0,0,0,0,87.156
11.25,-10.4483,0.673062,0,0,0,0,87.152
11.26,-10.4455,0.671838,0,0,0,0,87.152
11.27,-10.4428,0.670639,0,0,0,0,87.146
11.28,-10.44,0.669463,0,0,0,0,87.138
11.29,-10.4374,0.668308,0,0,0,0,87.138
11.3,-10.4347,0.667171,0,0,0,0,87.127
11.31,-10.4408,0.675277,0,0,0,0,87.131
11.32,-10.4382,0.674296,0,0,0,0,87.128
11.33,-10.4357,0.673317,0,0,0,0,87.124
11.34,-10.4332,0.672339,0,0,0,0,87.117
11.35,-10.4307,0.671363,0,0,0,0,87.109
11.36,-10.4282,0.670389,0,0,0,0,87.111
11.37,-10.4256,0.669275,0,0,0,0,87.102
11.38,-10.4222,0.667348,0,0,0,0,87.099
11.39,-10.4189,0.665513,0,0,0,0,87.089
11.4,-10.4157,0.663762,0,0,0,0,87.087
11.41,-10.419,0.669088,0,0,0,0,87.089
11.42,-10.4166,0.668118,0,0,0,0,87.086
11.43,-10.4141,0.667149,0,0,0,0,87.076
11.44,-10.4116,0.666181,0,0,0,0,87.071
11.45,-10.4092,0.665216,0,0,0,0,87.071
11.46,-10.4058,0.663229,0,0,0,0,87.067
11.47,-10.4023,0.661084,0,0,0,0,87.056
11.48,-10.3988,0.659054,0,0,0,0,87.061
11.49,-10.3955,0.657127,0,0,0,0,87.055
11.5,-10.3923,0.655294,0,0,0,0,87.049
11.51,-10.3892,0.653547,0,0,0,0,87.044
11.52,-10.3862,0.651877,0,0,0,0,87.036
11.53,-10.3832,0.650277,0,0,0,0,87.033
11.54,-10.3808,0.64934,0,0,0,0,87.029
11.55,-10.3946,0.666583,0,0,0,0,87.026
11.56,-10.4159,0.692492,0,0,0,0,87.026
11.57,-10.4192,0.698088,0,0,0,0,87.023
11.58,-10.4166,0.697063,0,0,0,0,87.021
11.59,-10.4101,0.691592,0,0,0,0,87.01
11.6,-10.4034,0.685726,0,0,0,0,87.003
11.61,-10.397,0.680334,0,0,0,0,87.004
11.62,-10.3911,0.675368,0,0,0,0,87.002
11.63,-10.3855,0.670788,0,0,0,0,86.999
11.64,-10.3802,0.666555,0,0,0,0,86.99
11.65,-10.3752,0.662592,0,0,0,0,86.984
11.66,-10.3705,0.658902,0,0,0,0,86.987
11.67,-10.366,0.655477,0,0,0,0,86.981
11.68,-10.3617,0.65229,0,0,0,0,86.974
11.69,-10.3576,0.64932,0,0,0,0,86.976
11.7,-10.3537,0.646545,0,0,0,0,86.968
11.71,-10.3499,0.643949,0,0,0,0,86.964
11.72,-10.3463,0.641513,0,0,0,0,86.962
11.73,-10.3429,0.639224,0,0,0,0,86.956
11.74,-10.3395,0.637067,0,0,0,0,86.951
11.75,-10.3363,0.635031,0,0,0,0,86.953
11.76,-10.3332,0.633103,0,0,0,0,86.945
11.77,-10.3301,0.631275,0,0,0,0,86.942
11.78,-10.3272,0.629538,0,0,0,0,86.936
11.79,-10.3243,0.627882,0,0,0,0,86.936
11.8,-10.3215,0.6263,0,0,0,0,86.933
11.81,-10.3187,0.624786,0,0,0,0,86.929
11.82,-10.316,0.623333,0,0,0,0,86.918
11.83,-10.3134,0.621937,0,0,0,0,86.919
11.84,-10.3108,0.620591,0,0,0,0,86.915
11.85,-10.3083,0.619292,0,0,0,0,86.908
11.86,-10.3058,0.618034,0,0,0,0,86.909
11.87,-10.3033,0.616816,0,0,0,0,86.905
11.88,-10.3009,0.615632,0,0,0,0,86.902
11.89,-10.2985,0.61448,0,0,0,0,86.902
11.9,-10.2961,0.613358,0,0,0,0,86.891
11.91,-10.2937,0.612261,0,0,0,0,86.886
11.92,-10.2914,0.61119,0,0,0,0,86.886
11.93,-10.2891,0.61014,0,0,0,0,86.881
11.94,-10.2868,0.609111,0,0,0,0,86.88
11.95,-10.2846,0.6081,0,0,0,0,86.879
11.96,-10.2823,0.607107,0,0,0,0,86.876
11.97,-10.2801,0.606129,0,0,0,0,86.866
11.98,-10.2779,0.605165,0,0,0,0,86.868
11.99,-10.2757,0.604215,0,0,0,0,86.868
12,-10.2735,0.603277,0,0,0,0,86.858
12.01,-10.2714,0.60235,0,0,0,0,86.85
12.02,-10.2692,0.601433,0,0,0,0,86.846
12.03,-10.2671,0.600526,0,0,0,0,86.847
12.04,-10.2649,0.599627,0,0,0,0,86.846
12.05,-10.2628,0.598737,0,0,0,0,86.838
12.06,-10.2607,0.597854,0,0,0,0,86.837
12.07,-10.2586,0.596978,0,0,0,0,86.838
12.08,-10.2565,0.596109,0,0,0,0,86.825
12.09,-10.2544,0.595246,0,0,0,0,86.826
12.1,-10.2524,0.594389,0,0,0,0,86.825
12.11,-10.2503,0.593537,0,0,0,0,86.816
12.12,-10.2482,0.59269,0,0,0,0,86.815
12.13,-10.2462,0.591847,0,0,0,0,86.811
12.14,-10.2441,0.59101,0,0,0,0,86.81
12.15,-10.2421,0.590176,0,0,0,0,86.807
12.16,-10.2401,0.589346,0,0,0,0,86.808
12.17,-10.238,0.588521,0,0,0,0,86.799
12.18,-10.236,0.587698,0,0,0,0,86.794
12.19,-10.234,0.586879,0,0,0,0,86.791
12.2,-10.232,0.586064,0,0,0,0,86.795
12.21,-10.23,0.585252,0,0,0,0,86.793
12.22,-10.228,0.584442,0,0,0,0,86.782
12.23,-10.226,0.583636,0,0,0,0,86.779
12.24,-10.224,0.582832,0,0,0,0,86.776
12.25,-10.222,0.582032,0,0,0,0,86.771
12.26,-10.2201,0.581233,0,0,0,0,86.767
12.27,-10.2181,0.580438,0,0,0,0,86.764
12.28,-10.2161,0.579645,0,0,0,0,86.761
12.29,-10.2142,0.578854,0,0,0,0,86.758
12.3,-10.2122,0.578066,0,0,0,0,86.752
12.31,-10.2103,0.57728,0,0,0,0,86.755
12.32,-10.2083,0.576497,0,0,0,0,86.749
12.33,-10.2064,0.575724,0,0,0,0,86.744
12.34,-10.2045,0.574956,0,0,0,0,86.752
12.35,-10.2026,0.57419,0,0,0,0,86.739
12.36,-10.2007,0.573426,0,0,0,0,86.74
12.37,-10.1988,0.572664,0,0,0,0,86.736
12.38,-10.1968,0.571904,0,0,0,0,86.727
12.39,-10.1949,0.571146,0,0,0,0,86.73
12.4,-10.1931,0.57039,0,0,0,0,86.73
12.41,-10.1912,0.569636,0,0,0,0,86.726
12.42,-10.1893,0.568884,0,0,0,0,86.72
12.43,-10.1874,0.568134,0,0,0,0,86.722
12.44,-10.1855,0.567386,0,0,0,0,86.711
12.45,-10.1837,0.56664,0,0,0,0,86.71
12.46,-10.1818,0.565896,0,0,0,0,86.712
12.47,-10.1799,0.565154,0,0,0,0,86.709
12.48,-10.1781,0.564414,0,0,0,0,86.699
12.49,-10.1762,0.563676,0,0,0,0,86.696
12.5,-10.1744,0.562939,0,0,0,0,86.699
12.51,-10.1725,0.562205,0,0,0,0,86.691
12.52,-10.1707,0.561472,0,0,0,0,86.688
12.53,-10.1689,0.560742,0,0,0,0,86.687
12.54,-10.167,0.560013,0,0,0,0,86.681
12.55,-10.1652,0.559287,0,0,0,0,86.678
12.56,-10.1634,0.558562,0,0,0,0,86.681
12.57,-10.1616,0.557839,0,0,0,0,86.671
12.58,-10.1598,0.557118,0,0,0,0,86.671
12.59,-10.158,0.556399,0,0,0,0,86.67
12.6,-10.1562,0.555682,0,0,0,0,86.666
12.61,-10.1544,0.554967,0,0,0,0,86.662
12.62,-10.1526,0.554253,0,0,0,0,86.663
12.63,-10.1508,0.553542,0,0,0,0,86.651
12.64,-10.149,0.552833,0,0,0,0,86.652
12.65,-10.1472,0.552125,0,0,0,0,86.652
12.66,-10.1455,0.551419,0,0,0,0,86.652
12.67,-10.1437,0.550716,0,0,0,0,86.644
12.68,-10.1419,0.550014,0,0,0,0,86.646
12.69,-10.1402,0.549314,0,0,0,0,86.639
12.7,-10.1384,0.548617,0,0,0,0,86.641
12.71,-10.1367,0.547921,0,0,0,0,86.63
12.72,-10.1349,0.547227,0,0,0,0,86.631
12.73,-10.1332,0.546535,0,0,0,0,86.634
12.74,-10.1314,0.545845,0,0,0,0,86.629
12.75,-10.1297,0.545157,0,0,0,0,86.616
12.76,-10.128,0.54447,0,0,0,0,86.619
12.77,-10.1263,0.543882,0,0,0,0,86.615
12.78,-10.155,0.594714,0,0,0,0,86.612
12.79,-10.1807,0.640712,0,0,0,0,86.615
12.8,-10.2036,0.682357,0,0,0,0,86.615
12.81,-10.1969,0.673837,0,0,0,0,86.605
12.82,-10.1908,0.666103,0,0,0,0,86.613
12.83,-10.1821,0.653834,0,0,0,0,86.608
12.84,-10.174,0.642555,0,0,0,0,86.601
12.85,-10.1666,0.632318,0,0,0,0,86.601
12.86,-10.1597,0.622994,0,0,0,0,86.594
12.87,-10.1533,0.614379,0,0,0,0,86.591
12.88,-10.1473,0.606534,0,0,0,0,86.591
12.89,-10.1418,0.599383,0,0,0,0,86.588
12.9,-10.1367,0.592856,0,0,0,0,86.582
12.91,-10.1319,0.586817,0,0,0,0,86.587
12.92,-10.1273,0.581264,0,0,0,0,86.579
12.93,-10.1231,0.576178,0,0,0,0,86.584
12.94,-10.1191,0.571514,0,0,0,0,86.577
12.95,-10.1154,0.567232,0,0,0,0,86.573
12.96,-10.1119,0.563295,0,0,0,0,86.57
12.97,-10.1085,0.559669,0,0,0,0,86.565
12.98,-10.1053,0.556326,0,0,0,0,86.57
12.99,-10.1023,0.553192,0,0,0,0,86.56
13,-10.0994,0.550289,0,0,0,0,86.561
13.01,-10.0966,0.5476,0,0,0,0,86.553
13.02,-10.0939,0.545105,0,0,0,0,86.553
13.03,-10.0914,0.542785,0,0,0,0,86.556
13.04,-10.0889,0.540625,0,0,0,0,86.552
13.05,-10.0865,0.538609,0,0,0,0,86.547
13.06,-10.0842,0.536725,0,0,0,0,86.547
13.07,-10.082,0.534959,0,0,0,0,86.545
13.08,-10.0799,0.533302,0,0,0,0,86.542
13.09,-10.0778,0.531743,0,0,0,0,86.537
13.1,-10.0757,0.530273,0,0,0,0,86.537
13.11,-10.0737,0.528885,0,0,0,0,86.537
13.12,-10.0717,0.52757,0,0,0,0,86.539
13.13,-10.0698,0.526322,0,0,0,0,86.531
13.14,-10.068,0.525135,0,0,0,0,86.539
13.15,-10.0661,0.524004,0,0,0,0,86.523
13.16,-10.0643,0.522924,0,0,0,0,86.528
13.17,-10.0625,0.52189,0,0,0,0,86.524
13.18,-10.0607,0.520897,0,0,0,0,86.521
13.19,-10.059,0.519944,0,0,0,0,86.524
13.2,-10.0573,0.519025,0,0,0,0,86.512
13.21,-10.0556,0.518144,0,0,0,0,86.517
13.22,-10.0539,0.517296,0,0,0,0,86.512
13.23,-10.0523,0.516474,0,0,0,0,86.513
13.24,-10.0506,0.515677,0,0,0,0,86.505
13.25,-10.049,0.514901,0,0,0,0,86.504
13.26,-10.0474,0.514147,0,0,0,0,86.501
13.27,-10.0458,0.513411,0,0,0,0,86.5
13.28,-10.0442,0.512693,0,0,0,0,86.499
13.29,-10.0426,0.51199,0,0,0,0,86.496
13.3,-10.041,0.511302,0,0,0,0,86.495
13.31,-10.0395,0.510627,0,0,0,0,86.496
13.32,-10.0379,0.509965,0,0,0,0,86.488
13.33,-10.0364,0.509314,0,0,0,0,86.489
13.34,-10.0348,0.508674,0,0,0,0,86.486
13.35,-10.0333,0.508044,0,0,0,0,86.488
13.36,-10.0318,0.507423,0,0,0,0,86.478
13.37,-10.0303,0.506811,0,0,0,0,86.475
13.38,-10.0288,0.506206,0,0,0,0,86.474
13.39,-10.0273,0.505609,0,0,0,0,86.477
13.4,-10.0258,0.505018,0,0,0,0,86.472
13.41,-10.0243,0.504435,0,0,0,0,86.469
13.42,-10.0228,0.503857,0,0,0,0,86.463
13.43,-10.0213,0.503285,0,0,0,0,86.466
13.44,-10.0198,0.502719,0,0,0,0,86.464
13.45,-10.0184,0.502157,0,0,0,0,86.461
13.46,-10.0169,0.501601,0,0,0,0,86.465
13.47,-10.0154,0.501049,0,0,0,0,86.463
13.48,-10.014,0.500501,0,0,0,0,86.454
13.49,-10.0125,0.499958,0,0,0,0,86.456
13.5,-10.0111,0.499419,0,0,0,0,86.454
13.51,-10.0096,0.498883,0,0,0,0,86.452
13.52,-10.0082,0.498352,0,0,0,0,86.457
13.53,-10.0068,0.497824,0,0,0,0,86.449
13.54,-10.0053,0.497299,0,0,0,0,86.441
13.55,-10.0039,0.496778,0,0,0,0,86.444
13.56,-10.0025,0.49626,0,0,0,0,86.446
13.57,-10.0011,0.495745,0,0,0,0,86.445
13.58,-9.99965,0.495233,0,0,0,0,86.442
13.59,-9.99823,0.494725,0,0,0,0,86.44
13.6,-9.99682,0.494219,0,0,0,0,86.43
13.61,-9.99541,0.493716,0,0,0,0,86.435
13.62,-9.99401,0.493216,0,0,0,0,86.431
13.63,-9.99261,0.492719,0,0,0,0,86.433
13.64,-9.99121,0.492225,0,0,0,0,86.433
13.65,-9.98982,0.491733,0,0,0,0,86.426
13.66,-9.98843,0.491244,0,0,0,0,86.425
13.67,-9.98704,0.490758,0,0,0,0,86.426
13.68,-9.98566,0.490274,0,0,0,0,86.425
13.69,-9.98428,0.489793,0,0,0,0,86.422
13.7,-9.9829,0.489315,0,0,0,0,86.42
13.71,-9.98153,0.488839,0,0,0,0,86.418
13.72,-9.98016,0.488365,0,0,0,0,86.417
13.73,-9.97879,0.487894,0,0,0,0,86.413
13.74,-9.97743,0.487426,0,0,0,0,86.421
13.75,-9.97606,0.48696,0,0,0,0,86.411
13.76,-9.97471,0.486497,0,0,0,0,86.415
13.77,-9.97335,0.486036,0,0,0,0,86.411
13.78,-9.972,0.485578,0,0,0,0,86.406
13.79,-9.97065,0.485122,0,0,0,0,86.406
13.8,-9.9693,0.484668,0,0,0,0,86.406
13.81,-9.96796,0.484217,0,0,0,0,86.402
13.82,-9.96661,0.483769,0,0,0,0,86.405
13.83,-9.96528,0.483323,0,0,0,0,86.404
13.84,-9.96394,0.482879,0,0,0,0,86.395
13.85,-9.96261,0.482438,0,0,0,0,86.396
13.86,-9.96128,0.481999,0,0,0,0,86.399
13.87,-9.95995,0.481562,0,0,0,0,86.39
13.88,-9.95863,0.481129,0,0,0,0,86.388
13.89,-9.95731,0.480697,0,0,0,0,86.39
13.9,-9.95599,0.480268,0,0,0,0,86.388
13.91,-9.95467,0.479841,0,0,0,0,86.39
13.92,-9.95336,0.479417,0,0,0,0,86.388
13.93,-9.95205,0.478996,0,0,0,0,86.383
13.94,-9.95074,0.478576,0,0,0,0,86.38
13.95,-9.94944,0.47816,0,0,0,0,86.383
13.96,-9.94813,0.477745,0,0,0,0,86.382
13.97,-9.94683,0.477333,0,0,0,0,86.38
13.98,-9.94554,0.476924,0,0,0,0,86.376
13.99,-9.94424,0.476517,0,0,0,0,86.381
14,-9.94295,0.476112,0,0,0,0,86.375
14.01,-9.94166,0.47571,0,0,0,0,86.373
14.02,-9.94037,0.475311,0,0,0,0,86.371
14.03,-9.93909,0.474913,0,0,0,0,86.374
14.04,-9.93781,0.474519,0,0,0,0,86.373
14.05,-9.93653,0.474126,0,0,0,0,86.37
14.06,-9.93525,0.473737,0,0,0,0,86.376
14.07,-9.93398,0.473349,0,0,0,0,86.363
14.08,-9.93271,0.472965,0,0,0,0,86.365
14.09,-9.93144,0.472582,0,0,0,0,86.369
14.1,-9.93017,0.472202,0,0,0,0,86.362
14.11,-9.9289,0.471825,0,0,0,0,86.364
14.12,-9.92764,0.47145,0,0,0,0,86.359
14.13,-9.92638,0.471078,0,0,0,0,86.364
14.14,-9.92512,0.470708,0,0,0,0,86.358
14.15,-9.92387,0.47034,0,0,0,0,86.357
14.16,-9.92262,0.469976,0,0,0,0,86.355
14.17,-9.92137,0.469613,0,0,0,0,86.356
14.18,-9.92012,0.469253,0,0,0,0,86.361
14.19,-9.91887,0.468896,0,0,0,0,86.351
14.2,-9.91763,0.468541,0,0,0,0,86.356
14.21,-9.91639,0.468189,0,0,0,0,86.347
14.22,-9.91515,0.467839,0,0,0,0,86.349
14.23,-9.91391,0.467492,0,0,0,0,86.347
14.24,-9.91267,0.467147,0,0,0,0,86.351
14.25,-9.91144,0.466805,0,0,0,0,86.344
14.26,-9.91021,0.466465,0,0,0,0,86.344
14.27,-9.91788,0.505376,0,0,0,0,86.347
14.28,-9.92554,0.545109,0,0,0,0,86.351
14.29,-9.92349,0.541914,0,0,0,0,86.339
14.3,-9.92912,0.573715,0,0,0,0,86.338
14.31,-9.93492,0.606958,0,0,0,0,86.341
14.32,-9.93988,0.637103,0,0,0,0,86.343
14.33,-9.94409,0.664402,0,0,0,0,86.342
14.34,-9.94762,0.689106,0,0,0,0,86.341
14.35,-9.95054,0.711454,0,0,0,0,86.337
14.36,-9.95292,0.731674,0,0,0,0,86.341
14.37,-9.95272,0.739663,0,0,0,0,86.338
14.38,-9.94661,0.718226,0,0,0,0,86.335
14.39,-9.9478,0.733281,0,0,0,0,86.334
14.4,-9.94948,0.751224,0,0,0,0,86.334
14.41,-9.95074,0.767482,0,0,0,0,86.334
14.42,-9.95163,0.782171,0,0,0,0,86.337
14.43,-9.94492,0.756682,0,0,0,0,86.33
14.44,-9.94511,0.767864,0,0,0,0,86.329
14.45,-9.94585,0.78234,0,0,0,0,86.329
14.46,-9.94625,0.795361,0,0,0,0,86.327
14.47,-9.94637,0.807187,0,0,0,0,86.326
14.48,-9.94622,0.817788,0,0,0,0,86.326
14.49,-9.94585,0.827399,0,0,0,0,86.331
14.5,-9.94527,0.836045,0,0,0,0,86.331
14.51,-9.94449,0.843813,0,0,0,0,86.322
14.52,-9.94356,0.850838,0,0,0,0,86.325
14.53,-9.94247,0.857141,0,0,0,0,86.316
14.54,-9.94124,0.862771,0,0,0,0,86.327
14.55,-9.9399,0.867838,0,0,0,0,86.322
14.56,-9.93845,0.872393,0,0,0,0,86.32
14.57,-9.9369,0.876478,0,0,0,0,86.323
14.58,-9.93527,0.880078,0,0,0,0,86.319
14.59,-9.93355,0.883292,0,0,0,0,86.326
14.6,-9.93177,0.886156,0,0,0,0,86.316
14.61,-9.92993,0.888702,0,0,0,0,86.316
14.62,-9.92804,0.890957,0,0,0,0,86.321
14.63,-9.9261,0.892949,0,0,0,0,86.317
14.64,-9.92411,0.894704,0,0,0,0,86.321
14.65,-9.92209,0.896238,0,0,0,0,86.316
14.66,-9.92003,0.897552,0,0,0,0,86.317
14.67,-9.91794,0.89869,0,0,0,0,86.313
14.68,-9.91582,0.899666,0,0,0,0,86.319
14.69,-9.91369,0.900497,0,0,0,0,86.306
14.7,-9.91153,0.901197,0,0,0,0,86.31
14.71,-9.90935,0.901776,0,0,0,0,86.314
14.72,-9.90715,0.902248,0,0,0,0,86.315
14.73,-9.90495,0.902622,0,0,0,0,86.311
14.74,-9.90273,0.902907,0,0,0,0,86.313
14.75,-9.9005,0.903112,0,0,0,0,86.309
14.76,-9.89826,0.903246,0,0,0,0,86.311
14.77,-9.89601,0.903314,0,0,0,0,86.308
14.78,-9.89376,0.903324,0,0,0,0,86.316
14.79,-9.8915,0.903282,0,0,0,0,86.309
14.8,-9.88924,0.903191,0,0,0,0,86.309
14.81,-9.88697,0.903059,0,0,0,0,86.309
14.82,-9.8847,0.902888,0,0,0,0,86.313
14.83,-9.88242,0.902683,0,0,0,0,86.307
14.84,-9.88015,0.902448,0,0,0,0,86.308
14.85,-9.87787,0.902186,0,0,0,0,86.301
14.86,-9.87559,0.9019,0,0,0,0,86.301
14.87,-9.87331,0.901592,0,0,0,0,86.305
14.88,-9.87103,0.901265,0,0,0,0,86.312
14.89,-9.86875,0.900922,0,0,0,0,86.303
14.9,-9.86647,0.900564,0,0,0,0,86.307
14.91,-9.86419,0.900193,0,0,0,0,86.306
14.92,-9.86191,0.899812,0,0,0,0,86.303
14.93,-9.85963,0.899421,0,0,0,0,86.306
14.94,-9.85736,0.899021,0,0,0,0,86.299
14.95,-9.85508,0.898615,0,0,0,0,86.308
14.96,-9.85281,0.898204,0,0,0,0,86.304
14.97,-9.85053,0.897787,0,0,0,0,86.304
14.98,-9.84639,0.860142,0,0,0,0,86.297
14.99,-9.84421,0.859673,0,0,0,0,86.306
15,-9.84049,0.82488,0,0,0,0,86.301
15.01,-9.8385,0.826875,0,0,0,0,86.303
15.02,-9.83518,0.795653,0,0,0,0,86.298
15.03,-9.83335,0.800271,0,0,0,0,86.302
15.04,-9.83164,0.808547,0,0,0,0,86.301
15.05,-9.82985,0.816049,0,0,0,0,86.301
15.06,-9.82689,0.785781,0,0,0,0,86.294
15.07,-9.82506,0.791149,0,0,0,0,86.299
15.08,-9.8233,0.800186,0,0,0,0,86.303
15.09,-9.82147,0.80829,0,0,0,0,86.3
15.1,-9.81959,0.815654,0,0,0,0,86.3
15.11,-9.81701,0.785341,0,0,0,0,86.296
15.12,-9.81511,0.790599,0,0,0,0,86.304
15.13,-9.81277,0.762554,0,0,0,0,86.3
15.14,-9.81056,0.732941,0,0,0,0,86.299
15.15,-9.80852,0.706033,0,0,0,0,86.3
15.16,-9.80662,0.68157,0,0,0,0,86.304
15.17,-9.80485,0.659327,0,0,0,0,86.303
15.18,-9.8032,0.639108,0,0,0,0,86.302
